County Code,Perm ID,Facility Name,City,Building Nbr,Building Name,Building Status,SPC Rating ,2007 Hazus Score (%),2010 Hazus Score (%),OSHPD NPC Rating,Latitude,Longitude,Count
19 - Los Angeles,11441,Beverly Hospital,Montebello,BLD-00616,Accounting & Respiratory Therapy (IV),In Service,2,,0.10,2,34.0150566,-118.1006393,1
19 - Los Angeles,11441,Beverly Hospital,Montebello,BLD-00617,Emerson Wing - Nursing Unit (V),Not an Independent Building,N/A,,,N/A,34.0150566,-118.1006393,1
19 - Los Angeles,11441,Beverly Hospital,Montebello,BLD-00618,Main Building North (Block VI),In Service,2,,0.85,2,34.0150566,-118.1006393,1
19 - Los Angeles,11441,Beverly Hospital,Montebello,BLD-00619,Canopy (Block VII),In Service,4,,,2,34.0150566,-118.1006393,1
19 - Los Angeles,11441,Beverly Hospital,Montebello,BLD-00620,OB Addition (Block VIII),In Service,4,,,2,34.0150566,-118.1006393,1
19 - Los Angeles,11441,Beverly Hospital,Montebello,BLD-00621,MRI Facility (Block IX),In Service,5,,,2,34.0150566,-118.1006393,1
19 - Los Angeles,11441,Beverly Hospital,Montebello,BLD-03872,Main/Utility/Tower (Block VI),In Service,2,15.48,1.03,2,34.0150566,-118.1006393,1
19 - Los Angeles,11441,Beverly Hospital,Montebello,BLD-05504,Central Plant and Ambulance Area,In Service,5,,,2,34.0150566,-118.1006393,1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-00622,Tibbitts Tower A,In Service,3,,,2,34.0371506,-118.2654666,1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-00623,Tibbitts Tower B,In Service,3,,,2,34.0371506,-118.2654666,1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-00624,Admitting Building,In Service,3,,,2,34.0371506,-118.2654666,1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-00625,D & T Building,In Service,2,,,2,34.0371506,-118.2654666,1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-00626,1963 Central Plant,In Service,2,1.47,0.60,2,34.0371506,-118.2654666,1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-00627,1969 Central Plant,In Service,2,0.66,,2,34.0371506,-118.2654666,1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-00628,1964 Tower,In Service,1,13.20,,2,34.0371506,-118.2654666,1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-03122,Lobby,In Service,3,,,2,34.0371506,-118.2654666,1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-03212,Emergency Department and Women's Services,Proposed,5s,,,NYA,34.0371506,-118.2654666,1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-03213,Stair Tower,Proposed,5s,,,NYA,34.0371506,-118.2654666,1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-03214,Entry Canopy,Proposed,5s,,,NYA,34.0371506,-118.2654666,1
19 - Los Angeles,12874,"California Rehabilitation Institute, Llc",Los Angeles,BLD-00940,Main Hospital,In Service,2,1.22,0.78,2,34.0592079,-118.4115448,1
19 - Los Angeles,12874,"California Rehabilitation Institute, Llc",Los Angeles,BLD-02910,Generator and LOX Yard,Equipment Yard,N/A,,,NYA,34.0592079,-118.4115448,1
19 - Los Angeles,12874,"California Rehabilitation Institute, Llc",Los Angeles,BLD-03876,Trigen Central Plant,In Service,2,,0.72,2,34.0592079,-118.4115448,1
19 - Los Angeles,12874,"California Rehabilitation Institute, Llc",Los Angeles,BLD-03908,Central Plant Expansion 3,In Service,2,,0.44,2,34.0592079,-118.4115448,1
19 - Los Angeles,12874,"California Rehabilitation Institute, Llc",Los Angeles,BLD-05781,Drop Off Canopy,In Service,5s,,,NYA,34.0592079,-118.4115448,1
19 - Los Angeles,11496,Casa Colina Hospital for Rehabilitative Medicine,Pomona,BLD-02885,New Replacement Hospital,In Service,5s,,,4,34.0962806,-117.7456525,1
19 - Los Angeles,11496,Casa Colina Hospital for Rehabilitative Medicine,Pomona,BLD-05310,Medical Surgical Addition and 31 Bed Hospital,In Service,5,,,4,34.0962806,-117.7456525,1
19 - Los Angeles,11496,Casa Colina Hospital for Rehabilitative Medicine,Pomona,BLD-05311,Electrical Building,In Service,5s,,,NYA,34.0962806,-117.7456525,1
19 - Los Angeles,11496,Casa Colina Hospital for Rehabilitative Medicine,Pomona,BLD-05473,Mechanical Yard Building,In Service,5s,,,NYA,34.0962806,-117.7456525,1
19 - Los Angeles,11496,Casa Colina Hospital for Rehabilitative Medicine,Pomona,BLD-06219,Welcome Gallery,In Service,5,,,4,34.0962806,-117.7456525,1
19 - Los Angeles,11496,Casa Colina Hospital for Rehabilitative Medicine,Pomona,BLD-06220,Imaging Connector,In Service,5,,,4,34.0962806,-117.7456525,1
19 - Los Angeles,11410,Catalina Island Medical Center,Avalon,BLD-00725,Original Building,In Service,2,0.19,,2,33.3389072,-118.3311854,1
19 - Los Angeles,11410,Catalina Island Medical Center,Avalon,BLD-00726,East Addition,In Service,4,,,2,33.3389072,-118.3311854,1
19 - Los Angeles,11891,Cedars-Sinai Medical Center,Los Angeles,BLD-00384,Main Medical Center,In Service,2,,,3,34.0765457,-118.3800049,1
19 - Los Angeles,11891,Cedars-Sinai Medical Center,Los Angeles,BLD-00385,Harvey Morse Conference Center,Not an Independent Building,N/A,,,N/A,34.0765457,-118.3800049,1
19 - Los Angeles,11891,Cedars-Sinai Medical Center,Los Angeles,BLD-00386,Becker Building,Not an Independent Building,N/A,,,N/A,34.0765457,-118.3800049,1
19 - Los Angeles,11891,Cedars-Sinai Medical Center,Los Angeles,BLD-02806,Imaging Building,In Service,5,,,4,34.0765457,-118.3800049,1
19 - Los Angeles,11891,Cedars-Sinai Medical Center,Los Angeles,BLD-02807,Saperstein Critical Care Tower,In Service,5,,,4,34.0765457,-118.3800049,1
19 - Los Angeles,11891,Cedars-Sinai Medical Center,Los Angeles,BLD-02808,Central Plant,In Service,5,,,4,34.0765457,-118.3800049,1
19 - Los Angeles,11891,Cedars-Sinai Medical Center,Los Angeles,BLD-03438,Pedestrian Bridge,No Acute Care - OSHPD Bldg,N/A,,,NYA,34.0765457,-118.3800049,1
19 - Los Angeles,11891,Cedars-Sinai Medical Center,Los Angeles,BLD-05255,Thalians Building,Acute Psych Only,N/A,,,N/A,34.0765457,-118.3800049,1
19 - Los Angeles,11891,Cedars-Sinai Medical Center,Los Angeles,BLD-05265,Comprehensive Cancer Center,Outpatient Only,N/A,,,NYA,34.0765457,-118.3800049,1
19 - Los Angeles,11891,Cedars-Sinai Medical Center,Los Angeles,BLD-05304,Advanced Health Sciences Pavilion,Outpatient Only,N/A,,,NYA,34.0765457,-118.3800049,1
19 - Los Angeles,11510,Centinela Hospital Medical Center,Inglewood,BLD-00633,West Wing/ER Addition,In Service,2,0.06,,2,33.9508476,-118.3482819,1
19 - Los Angeles,11510,Centinela Hospital Medical Center,Inglewood,BLD-00634,North Wing/Day Surgery,In Service,2,0.04,,2,33.9508476,-118.3482819,1
19 - Los Angeles,11510,Centinela Hospital Medical Center,Inglewood,BLD-00635,Dietary Storage,In Service,2,0.07,,2,33.9508476,-118.3482819,1
19 - Los Angeles,11510,Centinela Hospital Medical Center,Inglewood,BLD-00636,East Tower,In Service,4,,,2,33.9508476,-118.3482819,1
19 - Los Angeles,11510,Centinela Hospital Medical Center,Inglewood,BLD-00637,West Tower,In Service,2,8.47,0.80,2,33.9508476,-118.3482819,1
19 - Los Angeles,11510,Centinela Hospital Medical Center,Inglewood,BLD-00638,Engineering,In Service,2,0.97,0.97,2,33.9508476,-118.3482819,1
19 - Los Angeles,11510,Centinela Hospital Medical Center,Inglewood,BLD-00639,East Wing,In Service,2,0.60,,2,33.9508476,-118.3482819,1
19 - Los Angeles,11510,Centinela Hospital Medical Center,Inglewood,BLD-00640,Central Plant Addition,In Service,2,0.37,,2,33.9508476,-118.3482819,1
19 - Los Angeles,11510,Centinela Hospital Medical Center,Inglewood,BLD-00641,Nursery Addition,In Service,2,4.13,0.45,2,33.9508476,-118.3482819,1
19 - Los Angeles,11510,Centinela Hospital Medical Center,Inglewood,BLD-03466,Utility Tunnel,Tunnels,N/A,,,2,33.9508476,-118.3482819,1
19 - Los Angeles,11510,Centinela Hospital Medical Center,Inglewood,BLD-05404,Electrical Services Building,In Service,5s,,,NYA,33.9508476,-118.3482819,1
19 - Los Angeles,11525,Children's Hospital Los Angeles,Los Angeles,BLD-00643,Duque Building,In Service,2,0.27,,2,34.0981051,-118.2906117,1
19 - Los Angeles,11525,Children's Hospital Los Angeles,Los Angeles,BLD-00644,Page Tower,In Service,3,,,2,34.0981051,-118.2906117,1
19 - Los Angeles,11525,Children's Hospital Los Angeles,Los Angeles,BLD-00645,McAllister Building,In Service,2,5.60,0.92,2,34.0981051,-118.2906117,1
19 - Los Angeles,11525,Children's Hospital Los Angeles,Los Angeles,BLD-00646,Page Building,In Service,3,,,2,34.0981051,-118.2906117,1
19 - Los Angeles,11525,Children's Hospital Los Angeles,Los Angeles,BLD-00647,Weingart Pavilion,In Service,3,,,2,34.0981051,-118.2906117,1
19 - Los Angeles,11525,Children's Hospital Los Angeles,Los Angeles,BLD-00648,McDonald's Building,In Service,3,,,2,34.0981051,-118.2906117,1
19 - Los Angeles,11525,Children's Hospital Los Angeles,Los Angeles,BLD-02847,Linear Accelerator,In Service,4,,,2,34.0981051,-118.2906117,1
19 - Los Angeles,11525,Children's Hospital Los Angeles,Los Angeles,BLD-02848,DWP Substation,In Service,5s,,,4,34.0981051,-118.2906117,1
19 - Los Angeles,11525,Children's Hospital Los Angeles,Los Angeles,BLD-03292,Central Plant/Anderson Building,In Service,5,,,4,34.0981051,-118.2906117,1
19 - Los Angeles,11525,Children's Hospital Los Angeles,Los Angeles,BLD-03293,Subterranean Parking Structure,In Service,5s,,,NYA,34.0981051,-118.2906117,1
19 - Los Angeles,11525,Children's Hospital Los Angeles,Los Angeles,BLD-03294,Cooling Tower - Central Plant,Not a Building Structure,N/A,,,NYA,34.0981051,-118.2906117,1
19 - Los Angeles,11525,Children's Hospital Los Angeles,Los Angeles,BLD-03531,Surgery Center/Anderson Building,In Service,5,,,4,34.0981051,-118.2906117,1
19 - Los Angeles,11525,Children's Hospital Los Angeles,Los Angeles,BLD-05279,Anderson Pavilion,In Service,5s,,,NYA,34.0981051,-118.2906117,1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,Covina,BLD-02019,Original Building,In Service,2,,1.18,2,34.0880203,-117.8934097,1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,Covina,BLD-02020,East Wing Addition,In Service,2,,0.87,2,34.0880203,-117.8934097,1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,Covina,BLD-02021,West Wing Addition,In Service,2,,0.87,2,34.0880203,-117.8934097,1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,Covina,BLD-02022,Psychiatric Wing Addition,In Service,2,,1.18,2,34.0880203,-117.8934097,1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,Covina,BLD-02023,Lobby Addition,In Service,2,,1.09,2,34.0880203,-117.8934097,1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,Covina,BLD-02024,Generator Building,In Service,2,,2.45,2,34.0880203,-117.8934097,1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,Covina,BLD-02025,Power Plant,In Service,4,,,2,34.0880203,-117.8934097,1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,Covina,BLD-02026,Radiology Addition,In Service,4,,,2,34.0880203,-117.8934097,1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,Covina,BLD-02027,Conference Room Addition,In Service,4,,,2,34.0880203,-117.8934097,1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,Covina,BLD-02028,Surgery Wing Addition,In Service,4,,,2,34.0880203,-117.8934097,1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,Covina,BLD-05422,CCU Addition,In Service,2,,1.17,2,34.0880203,-117.8934097,1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,Covina,BLD-05423,Canopy Addition,In Service,4,,,2,34.0880203,-117.8934097,1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,West Covina,BLD-01163,Main Building,In Service,1,30.36,,2,34.0646515,-117.9444656,1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,West Covina,BLD-01164,Service Building,In Service,4,6.50,,2,34.0646515,-117.9444656,1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,West Covina,BLD-01165,South Wing Addition,In Service,2,9.74,0.41,2,34.0646515,-117.9444656,1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,West Covina,BLD-01166,1968 West Wing Addition,In Service,2,,0.42,2,34.0646515,-117.9444656,1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,West Covina,BLD-01167,Outpatient Addition,In Service,4,,,2,34.0646515,-117.9444656,1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,West Covina,BLD-01168,Mechanical Building,In Service,4,,,2,34.0646515,-117.9444656,1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,West Covina,BLD-01169,1983 Lobby Addition,Not an Independent Building,N/A,,,N/A,34.0646515,-117.9444656,1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,West Covina,BLD-01170,MRI / CT Building,In Service,2,0.12,,2,34.0646515,-117.9444656,1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,West Covina,BLD-01171,Chiller Room Addition,In Service,4,,,2,34.0646515,-117.9444656,1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,West Covina,BLD-01172,Cardiac Cath Lab Addition,In Service,3,,,2,34.0646515,-117.9444656,1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,West Covina,BLD-01173,Maternal & Child Health Center,In Service,5,,,2,34.0646515,-117.9444656,1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,West Covina,BLD-03409,Canopy,In Service,5,,,4,34.0646515,-117.9444656,1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,West Covina,BLD-05424,Bridge Connector,In Service,5,,,4,34.0646515,-117.9444656,1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,Duarte,BLD-00650,Northwest,In Service,2,,0.76,3,34.127777,-117.972443,1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,Duarte,BLD-00651,Machris,In Service,1,,12.86,3,34.127777,-117.972443,1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,Duarte,BLD-00652,Main Medical,In Service,2,1.17,0.76,3,34.127777,-117.972443,1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,Duarte,BLD-00653,ICU,In Service,4,,,3,34.127777,-117.972443,1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,Duarte,BLD-02575,Wing 1,In Service,2,0.15,,3,34.127777,-117.972443,1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,Duarte,BLD-02576,Wing 5,In Service,2,0.15,,3,34.127777,-117.972443,1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,Duarte,BLD-02577,Wing 6,In Service,2,0.15,,3,34.127777,-117.972443,1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,Duarte,BLD-02578,Food Service Facility,In Service,4,,,3,34.127777,-117.972443,1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,Duarte,BLD-03091,Chiller Addition,In Service,5,,,4,34.127777,-117.972443,1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,Duarte,BLD-03851,Helford Clinical Research Hospital,In Service,5,,,4,34.127777,-117.972443,1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,Duarte,BLD-06155,Helford Entry Canopy,In Service,5,,,4,34.127777,-117.972443,1
19 - Los Angeles,12088,Coast Plaza Hospital,Norwalk,BLD-02151,Original Building,In Service,2,0.32,,2,33.9125519,-118.0984573,1
19 - Los Angeles,12088,Coast Plaza Hospital,Norwalk,BLD-02670,Lobby & Dietary Addition,In Service,4,,,2,33.9125519,-118.0984573,1
19 - Los Angeles,12088,Coast Plaza Hospital,Norwalk,BLD-02671,X-ray Entry,In Service,4,,,2,33.9125519,-118.0984573,1
19 - Los Angeles,12088,Coast Plaza Hospital,Norwalk,BLD-02672,OR Addition,In Service,4,,,2,33.9125519,-118.0984573,1
19 - Los Angeles,12088,Coast Plaza Hospital,Norwalk,BLD-03646,Telephone Equipment Building,In Service,2,1.33,0.12,2,33.9125519,-118.0984573,1
19 - Los Angeles,11927,College Medical Center,Long Beach,BLD-00402,North and East Wings,In Service,2,0.32,,2,33.8073273,-118.1930466,1
19 - Los Angeles,11927,College Medical Center,Long Beach,BLD-00404,South Wing,In Service,2,0.20,,2,33.8073273,-118.1930466,1
19 - Los Angeles,11927,College Medical Center,Long Beach,BLD-00405,West Wing,In Service,4,,,2,33.8073273,-118.1930466,1
19 - Los Angeles,11927,College Medical Center,Long Beach,BLD-00406,Engineering,In Service,2,0.03,,2,33.8073273,-118.1930466,1
19 - Los Angeles,11927,College Medical Center,Long Beach,BLD-00408,Doctor's Main,Not an Independent Building,N/A,,,N/A,33.8073273,-118.1930466,1
19 - Los Angeles,11927,College Medical Center,Long Beach,BLD-00409,Doctor's South Addition,Not an Independent Building,N/A,,,N/A,33.8073273,-118.1930466,1
19 - Los Angeles,11927,College Medical Center,Long Beach,BLD-00410,Admin/West Entry Lobby,Not an Independent Building,N/A,,,N/A,33.8073273,-118.1930466,1
19 - Los Angeles,11927,College Medical Center,Long Beach,BLD-02822,Assembly,In Service,2,0.51,,2,33.8073273,-118.1930466,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-01745,Auditorium Addition,In Service,1,,-50,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-01746,North Addition & '64 Addn #1,In Service,1,,-50,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-01747,Maint. & Loading Dock Canopy,In Service,1,,-50,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-01748,South Wing,In Service,4,,,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-01749,Hatfield Building,In Service,1,,-50,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-01750,1964 Addition No. 2,In Service,1,,-50,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-01751,8/8A Elect Vault Bldg & Supply Bldg,In Service,1,,-50,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-01752,Emergency Generator Building,In Service,1,,-50,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-01754,HVAC Equip. Bldg & Mechanical Room,In Service,1,,-50,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-01757,Ambulatory Services,In Service,5,,,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-02673,Heart Room Addition,In Service,5s,,,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-03047,1978 Oxygen Yard - Building 14,Equipment Yard,N/A,,,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-03087,2/2A 1957 Addition & Elevator & Stair Addition,In Service,1,,-50,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-03089,Cooling Towers,Equipment Yard,N/A,,,NYA,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-03141,Original Building (Loggia),In Service,4,,,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-03143,Original Building (North Wing),In Service,4,,,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-03144,Original Building (South Wing),In Service,4,,,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-03145,Original Building (Central Wing),In Service,4,,,1,33.7887993,-118.1448746,1
19 - Los Angeles,11792,Community Hospital Long Beach,Long Beach,BLD-03146,9/9A Laundry Building -Trash Canopy,In Service,4,,,1,33.7887993,-118.1448746,1
19 - Los Angeles,11549,Community Hospital Of Huntington Park,Huntington Park,BLD-00669,Main Hospital,In Service,2,,1.01,2,33.989521,-118.224258,1
19 - Los Angeles,11549,Community Hospital Of Huntington Park,Huntington Park,BLD-03426,Emergency Department Canopy,In Service,5,,,4,33.989521,-118.224258,1
19 - Los Angeles,17572,Earl & Loraine Miller Children's Hospital,Long Beach,BLD-03899,101- Miller's Children's Hospital,In Service,2,0.53,,2,33.8078156,-118.1868362,1
19 - Los Angeles,17572,Earl & Loraine Miller Children's Hospital,Long Beach,BLD-03900,102- Miller's Children's Hospital Entry,In Service,5,,,2,33.8078156,-118.1868362,1
19 - Los Angeles,17572,Earl & Loraine Miller Children's Hospital,Long Beach,BLD-03901,103- Miller Children's Clerical Addition,In Service,3,,,2,33.8078156,-118.1868362,1
19 - Los Angeles,17572,Earl & Loraine Miller Children's Hospital,Long Beach,BLD-03905,Central Plant,In Service,5s,,,NYA,33.8078156,-118.1868362,1
19 - Los Angeles,17572,Earl & Loraine Miller Children's Hospital,Long Beach,BLD-03906,4 Story Addition,In Service,5,,,4,33.8078156,-118.1868362,1
19 - Los Angeles,17572,Earl & Loraine Miller Children's Hospital,Long Beach,BLD-05883,Oxygen Farm,Equipment Yard,N/A,,,2,33.8078156,-118.1868362,1
19 - Los Angeles,11598,East Los Angeles Doctors Hospital,Los Angeles,BLD-00670,Original Building,In Service,1,7.34,3.96,2,34.0238851,-118.1841829,1
19 - Los Angeles,11598,East Los Angeles Doctors Hospital,Los Angeles,BLD-00671,East Addition,Not an Independent Building,N/A,,,N/A,34.0238851,-118.1841829,1
19 - Los Angeles,11598,East Los Angeles Doctors Hospital,Los Angeles,BLD-00672,North Addition,Not an Independent Building,N/A,,,N/A,34.0238851,-118.1841829,1
19 - Los Angeles,11598,East Los Angeles Doctors Hospital,Los Angeles,BLD-00673,South Addition,In Service,2,1.69,0.50,2,34.0238851,-118.1841829,1
19 - Los Angeles,11598,East Los Angeles Doctors Hospital,Los Angeles,BLD-00674,South Addition,Not an Independent Building,N/A,,,N/A,34.0238851,-118.1841829,1
19 - Los Angeles,11621,Encino Hospital Medical Center,Encino,BLD-00675,North Wing,In Service,2,,1.02,2,34.1580353,-118.4875488,1
19 - Los Angeles,11621,Encino Hospital Medical Center,Encino,BLD-00676,West Wing,In Service,2,,1.17,2,34.1580353,-118.4875488,1
19 - Los Angeles,11621,Encino Hospital Medical Center,Encino,BLD-00677,Main Tower / Basement / Mech Bldg,In Service,1,1.61,,2,34.1580353,-118.4875488,1
19 - Los Angeles,13093,Foothill Presbyterian Hospital - Johnston Memorial,Glendora,BLD-00191,Original Building,In Service,2,,,3,34.132885,-117.8712387,1
19 - Los Angeles,13093,Foothill Presbyterian Hospital - Johnston Memorial,Glendora,BLD-00192,Gift Shop Addition,In Service,3,,,3,34.132885,-117.8712387,1
19 - Los Angeles,13093,Foothill Presbyterian Hospital - Johnston Memorial,Glendora,BLD-03840,Emergency Dept. And Elevator Tower,In Service,5s,,,NYA,34.132885,-117.8712387,1
19 - Los Angeles,12841,Gardens Regional Hospital And Medical Center,Hawaiian Gardens,BLD-00932,Main Hospital Building,In Service,2,0.04,,1,33.833561,-118.079369,1
19 - Los Angeles,11658,Garfield Medical Center,Monterey Park,BLD-01934,Main Hospital,In Service,1,3.17,,3,34.0690346,-118.1238403,1
19 - Los Angeles,11658,Garfield Medical Center,Monterey Park,BLD-01935,Nursery/Post Partum,In Service,2,,1.17,3,34.0690346,-118.1238403,1
19 - Los Angeles,11658,Garfield Medical Center,Monterey Park,BLD-01936,Emergency Wing,In Service,2,,0.91,3,34.0690346,-118.1238403,1
19 - Los Angeles,11658,Garfield Medical Center,Monterey Park,BLD-01937,O.B. Pavilion,In Service,4,,,4,34.0690346,-118.1238403,1
19 - Los Angeles,11658,Garfield Medical Center,Monterey Park,BLD-01938,O.B. Addition,In Service,4,,,4,34.0690346,-118.1238403,1
19 - Los Angeles,11658,Garfield Medical Center,Monterey Park,BLD-01939,Cath Lab,In Service,3s,,,4,34.0690346,-118.1238403,1
19 - Los Angeles,11658,Garfield Medical Center,Monterey Park,BLD-03427,ER Addition,In Service,5,,,4,34.0690346,-118.1238403,1
19 - Los Angeles,11658,Garfield Medical Center,Monterey Park,BLD-03428,Extended Service Canopy,In Service,4s,,,3,34.0690346,-118.1238403,1
19 - Los Angeles,11658,Garfield Medical Center,Monterey Park,BLD-03429,Service Canopy,In Service,4,,,3,34.0690346,-118.1238403,1
19 - Los Angeles,11658,Garfield Medical Center,Monterey Park,BLD-06302,Medical Gas Enclosure,Equipment Yard,N/A,,,4,34.0690346,-118.1238403,1
19 - Los Angeles,11844,Glendale Memorial Hospital and Health Center,Glendale,BLD-01779,Original Building,No Acute Care - OSHPD Bldg,N/A,7.86,,2,34.1283531,-118.2577204,1
19 - Los Angeles,11844,Glendale Memorial Hospital and Health Center,Glendale,BLD-01780,1942 Building,No Acute Care - OSHPD Bldg,N/A,7.47,,2,34.1283531,-118.2577204,1
19 - Los Angeles,11844,Glendale Memorial Hospital and Health Center,Glendale,BLD-01781,Radiology Addition A,Not an Independent Building,N/A,,,N/A,34.1283531,-118.2577204,1
19 - Los Angeles,11844,Glendale Memorial Hospital and Health Center,Glendale,BLD-01782,Radiology Addition B,No Acute Care - OSHPD Bldg,N/A,1.13,,2,34.1283531,-118.2577204,1
19 - Los Angeles,11844,Glendale Memorial Hospital and Health Center,Glendale,BLD-01783,South Tower,In Service,1,2.24,26.05,2,34.1283531,-118.2577204,1
19 - Los Angeles,11844,Glendale Memorial Hospital and Health Center,Glendale,BLD-01784,Juncture Building,In Service,1,12.62,13.74,2,34.1283531,-118.2577204,1
19 - Los Angeles,11844,Glendale Memorial Hospital and Health Center,Glendale,BLD-01785,Patient Tower,In Service,1,1.53,2.67,2,34.1283531,-118.2577204,1
19 - Los Angeles,11844,Glendale Memorial Hospital and Health Center,Glendale,BLD-01786,Heart and Emergency Center,In Service,3s,,,2,34.1283531,-118.2577204,1
19 - Los Angeles,11844,Glendale Memorial Hospital and Health Center,Glendale,BLD-01787,Central Plant,In Service,3s,,,2,34.1283531,-118.2577204,1
19 - Los Angeles,11844,Glendale Memorial Hospital and Health Center,Glendale,BLD-01788,Mechanical Building,In Service,4,,,2,34.1283531,-118.2577204,1
19 - Los Angeles,11844,Glendale Memorial Hospital and Health Center,Glendale,BLD-03382,Administration Building,Not an Independent Building,N/A,,,N/A,34.1283531,-118.2577204,1
19 - Los Angeles,11672,Glendora Community Hospital,Glendora,BLD-00151,Original Building,In Service,1,,3.12,2,34.1286448,-117.8660341,1
19 - Los Angeles,11672,Glendora Community Hospital,Glendora,BLD-00152,Emergency Building,In Service,1,,2.03,2,34.1286448,-117.8660341,1
